Filename,Sign
road839_2.png,crosswalk
road840_1.png,speedlimit
road840_2.png,crosswalk
road841_1.png,speedlimit
road841_2.png,crosswalk
road842_1.png,speedlimit
road842_2.png,crosswalk
road843_1.png,speedlimit
road843_2.png,crosswalk
road844.png,speedlimit
road845_1.png,speedlimit
road845_2.png,crosswalk
road845_3.png,trafficlight
road846_1.png,trafficlight
road846_2.png,crosswalk
road846_3.png,speedlimit
road847_1.png,speedlimit
road847_2.png,trafficlight
road848.png,speedlimit
road849.png,speedlimit
road850.png,speedlimit
road851.png,speedlimit
road852.png,speedlimit
road853.png,speedlimit
road854.png,speedlimit
road855.png,speedlimit
road856.png,speedlimit
road857.png,speedlimit
road858.png,speedlimit
road859.png,speedlimit
road860.png,speedlimit
road861.png,speedlimit
road862.png,speedlimit
road863_1.png,speedlimit
road863_2.png,crosswalk
road864_1.png,crosswalk
road864_2.png,speedlimit
road865_1.png,speedlimit
road865_2.png,crosswalk
road866.png,speedlimit
road867.png,speedlimit
road868.png,speedlimit
road869.png,speedlimit
road870.png,speedlimit
road871.png,speedlimit
road872_1.png,speedlimit
road872_2.png,stop
road873_1.png,speedlimit
road873_2.png,speedlimit
road873_3.png,stop
road874_1.png,speedlimit
road874_2.png,speedlimit
road874_3.png,stop
road875_1.png,speedlimit
road875_2.png,speedlimit
road875_3.png,stop
road876.png,stop
